,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
5456,a0398,"In the car were Unwin and Harrison, while Jones sat with the chauffeur.",561,Female,Adult,American English
5457,a0399,And here's another idea.,561,Female,Adult,American English
5458,a0400,Manuel had one besetting sin.,561,Female,Adult,American English
5459,a0406,And that was the last of Francois and Perrault.,561,Female,Adult,American English
5460,a0405,It seemed the ordained order of things that dogs should work.,561,Female,Adult,American English
5688,b0092,I want to die in it.,586,Female,Adult,Other
5689,b0091,For a full half minute Jeanne looked at him without speaking.,586,Female,Adult,Other
5690,b0090,The Churchill narrowed and its current became swifter as they progressed.,586,Female,Adult,Other
5691,b0089,Her beautiful hair was done up in shining coils.,586,Female,Adult,Other
5692,b0088,"Until I die, he exclaimed.",586,Female,Adult,Other
5693,b0087,They will search for us between their camp and Churchill.,586,Female,Adult,Other
5694,b0093,Darkness hid him from Jeanne.,586,Female,Adult,Other
5695,b0086,He can care for himself.,586,Female,Adult,Other
5696,b0094,And yet if she came he had no words to say.,586,Female,Adult,Other
5697,b0095,He heard a sound which brought him quickly into consciousness of day.,586,Female,Adult,Other
5718,b0047,Suppose you saw me at work through the window.,589,Female,Youth,European English
5719,b0054,He understood the meaning of the look.,589,Female,Youth,European English
5720,b0055,"She was even more beautiful than when I saw her, before.",589,Female,Youth,European English
5721,b0048,He looked like one who had passed through an uncomfortable hour or two.,589,Female,Youth,European English
5722,b0052,The flush was gone from her face.,589,Female,Youth,European English
5723,b0051,The sixth day he spent in the cabin with Gregson.,589,Female,Youth,European English
5724,b0050,All this day Gregson remained in the cabin.,589,Female,Youth,European English
5725,b0049,"There was nothing more, except a large ink blot under the words.",589,Female,Youth,European English
5726,b0046,Philip produced a couple of cigars and took a chair opposite him.,589,Female,Youth,European English
5727,b0053,"That is why I am, am rattled, he laughed.",589,Female,Youth,European English
5778,a0006,"God bless 'em, I hope I'll go on seeing them forever.",595,Female,Adult,American English
5779,a0005,Will we ever forget it.,595,Female,Adult,American English
5780,a0004,"Lord, but I'm glad to see you again, Phil.",595,Female,Adult,American English
5781,a0003,For the twentieth time that evening the two men shook hands.,595,Female,Adult,American English
5782,a0002,"Not at this particular case, Tom, apologized Whittemore.",595,Female,Adult,American English
5783,a0001,"Author of the danger trail, Philip Steels, etc.",595,Female,Adult,American English
5784,a0008,"Gad, your letter came just in time.",595,Female,Adult,American English
5785,a0009,"He turned sharply, and faced Gregson across the table.",595,Female,Adult,American English
5786,a0010,I'm playing a single hand in what looks like a losing game.,595,Female,Adult,American English
5787,a0007,And you always want to see it in the superlative degree.,595,Female,Adult,American English
6022,b0307,"We got few vegetables and fruits, and became fish eaters.",620,Female,Youth,British English
6023,b0305,It was our river emerging like ourselves from the great swamp.,620,Female,Youth,British English
6024,b0308,We never made another migration.,620,Female,Youth,British English
6025,b0304,His previous wives had never lived long enough to bear him children.,620,Female,Youth,British English
6026,b0303,Here we allow our solicitors to look after our legal work.,620,Female,Youth,British English
6027,b0312,"Dig in; you're sure good, was Daylight's answer.",620,Female,Youth,British English
6028,b0309,Nor was Elam Harnish an exception.,620,Female,Youth,British English
6029,b0310,"A little treatment, massage, with some help from the doctor.",620,Female,Youth,British English
6030,b0311,The twenty ninth very foggy.,620,Female,Youth,British English
6031,b0306,"Cameron looked at his hands with their long, sinewy fingers.",620,Female,Youth,British English
6072,a0591,We are both children together.,625,Female,Adult,European English
6073,a0586,We don't see ourselves as foolish.,625,Female,Adult,European English
6074,a0587,He had comparatively no advantages at first.,625,Female,Adult,European English
6075,a0589,I was sick once -- typhoid.,625,Female,Adult,European English
6076,a0593,She'd make a good wife for the cashier.,625,Female,Adult,European English
6077,a0590,In a way he is my protege.,625,Female,Adult,European English
6078,b0002,"You got out by fighting, and I through a pretty girl.",625,Female,Adult,European English
6079,a0592,It's only his indigestion I find fault with.,625,Female,Adult,European English
6080,a0588,"He had proved it today, with his amateurish and sophomoric productions.",625,Female,Adult,European English
6081,b0001,"Gad, do I remember it.",625,Female,Adult,European English
6082,a0260,"Nobody knew his history, they of the Junta least of all.",626,Female,Adult,European English
6083,a0259,Think of investing in such an adventure.,626,Female,Adult,European English
6084,a0258,Soaked in seawater they offset the heat rays.,626,Female,Adult,European English
6085,a0257,"They are coming ashore, whoever they are.",626,Female,Adult,European English
6086,a0264,"And I hope you've got plenty of chain out, Captain Young.",626,Female,Adult,European English
6087,a0255,"You won't die of malnutrition, be sure of that.",626,Female,Adult,European English
6088,a0262,They wouldn't be sweeping a big vessel like the Martha.,626,Female,Adult,European English
6089,a0263,"Joan looked triumphantly at Sheldon, who bowed.",626,Female,Adult,European English
6090,a0261,I have been doubly baptized.,626,Female,Adult,European English
6091,a0256,See the length of the body and that elongated neck.,626,Female,Adult,European English
6092,b0195,Nobody knows how the natives got them.,627,Female,Adult,Other
6093,b0202,Society is shaken to its foundations.,627,Female,Adult,Other
6094,b0199,"Dear Sir, Your second victim has fallen on schedule",627,Female,Adult,Other
6095,b0200,We leave the eventuality to time and law.,627,Female,Adult,Other
6096,b0201, understand that similar branch organizations have made their appearance in Europe.,627,Female,Adult,Other
6097,b0203,A month in Australia would finish me.,627,Female,Adult,Other
6098,b0204, Down through the perfume weighted air fluttered the snowy caps of the,627,Female,Adult,Other
6099,b0196,"How can you manage all alone, Mr Young.",627,Female,Adult,Other
6100,b0198,I use great trouble advisedly.,627,Female,Adult,Other
6101,b0197,The planters are already considering the matter.,627,Female,Adult,Other
6125,a0001,"Author of the danger trail, Philip Steels, etc.",631,Female,Adult,American English
6126,rb-33,When working on a powerful PC or laptop,631,Female,Adult,American English
6127,rb-34,"commands like ""go to the folder with my University documents",631,Female,Adult,American English
6128,rb-35,and open my thesis might soon be quite common.,631,Female,Adult,American English
6129,rb-37,"like ""go up one folder"" ""open the folder University"" or ""open document thesis"".",631,Female,Adult,American English
6130,rb-32,"Obviously, when running a file browser the same logic would apply.",631,Female,Adult,American English
6131,rb-31,"whereas on your mobile phone you would have to stick to ""run browser"".",631,Female,Adult,American English
6132,a0002,"Not at this particular case, Tom, apologized Whittemore.",631,Female,Adult,American English
6133,a0003,For the twentieth time that evening the two men shook hands.,631,Female,Adult,American English
6134,rb-36,It is however likely that on mobile devices we will have to use more rudimentary commands,631,Female,Adult,American English
6393,a0382,Daylight found himself charmed and made curious by the little man.,659,Female,Youth,American English
6394,a0391,But he reconciled himself to it by an act of faith.,659,Female,Youth,American English
6395,a0390,I'll go over tomorrow afternoon.,659,Female,Youth,American English
6396,a0384,The farmer works the soil and produces grain.,659,Female,Youth,American English
6397,a0385,That's what Carnegie did.,659,Female,Youth,American English
6398,a0386,"I can't argue with you, and you know that.",659,Female,Youth,American English
6399,a0389,"Mab, she said.",659,Female,Youth,American English
6400,a0383,"To his surprise, her answer was flat and uncompromising.",659,Female,Youth,American English
6401,a0387,"Bob, growing disgusted, turned back suddenly and attempted to pass Mab.",659,Female,Youth,American English
6402,a0388,It was my idea to a tee.,659,Female,Youth,American English
6733,b0148,The Indian even poked his stick into the thick ground spruce.,693,Female,Adult,American English
6734,b0153,He was a pariah; a wanderer without a friend or a home.,693,Female,Adult,American English
6735,b0157,In the crib the baby sat up and began to prattle.,693,Female,Adult,American English
6736,b0152,"OW, a wild dog, he growled.",693,Female,Adult,American English
6737,b0150,And he was filled with a strange and foreboding fear.,693,Female,Adult,American English
6738,b0154,That is the strange part of it.,693,Female,Adult,American English
6739,b0155,His freshly caught furs he flung to the floor.,693,Female,Adult,American English
6740,b0149,Pebbles and dirt flew along with hair and fur.,693,Female,Adult,American English
6741,b0151,"It was steel, a fisher trap.",693,Female,Adult,American English
6742,b0156,For that reason Le Beau had chosen him to fight the big fight.,693,Female,Adult,American English
6743,b0151,"It was steel, a fisher trap.",694,Female,Adult,American English
6744,b0146,"After all, it was simply a mistake in judgment.",694,Female,Adult,American English
6745,b0145,"Besides, had he not whipped the big owl in the forest.",694,Female,Adult,American English
6746,b0144,But there was no longer the mother yearning in his heart.,694,Female,Adult,American English
6747,b0152,"OW, a wild dog, he growled.",694,Female,Adult,American English
6748,b0148,The Indian even poked his stick into the thick ground spruce.,694,Female,Adult,American English
6749,b0149,Pebbles and dirt flew along with hair and fur.,694,Female,Adult,American English
6750,b0150,And he was filled with a strange and foreboding fear.,694,Female,Adult,American English
6751,b0153,He was a pariah; a wanderer without a friend or a home.,694,Female,Adult,American English
6752,b0147,Had it struck squarely it would have killed him.,694,Female,Adult,American English
6753,b0442,He had become a man very early in life.,695,Female,Adult,American English
6754,b0445,"Mops, sir, eagerly answered the sailor at the wheel.",695,Female,Adult,American English
6755,b0437,Nowhere in the North is the soil so prolific.,695,Female,Adult,American English
6756,b0438,They ran the canoe in and climbed the high earth bank.,695,Female,Adult,American English
6757,b0439,The land exchanged its austere robes for the garb of a smiling wanton.,695,Female,Adult,American English
6758,b0446,Some one had thrust a large sheath-knife into his hand.,695,Female,Adult,American English
6759,b0441,"And there was Ethel Baird, whom also you must remember.",695,Female,Adult,American English
6760,b0443,I did not think you would be so early.,695,Female,Adult,American English
6761,b0444,He did not know what went on in the minds of his superiors.,695,Female,Adult,American English
6762,b0440,"There were stir and bustle, new faces, and fresh facts.",695,Female,Adult,American English
6763,b0287,Or have they already devised one.,696,Female,Adult,American English
6764,b0281,Just the same I'd sooner be myself than have book indigestion.,696,Female,Adult,American English
6765,b0282,Some of the smaller veins had doubtless been ruptured.,696,Female,Adult,American English
6766,b0283,But we were without this momentum.,696,Female,Adult,American English
6767,b0284,"There was one difficulty, however.",696,Female,Adult,American English
6768,b0285,The hyena proceeded to dine.,696,Female,Adult,American English
6769,b0286,The time was considered auspicious.,696,Female,Adult,American English
6770,b0280,"Again the girls applauded, and Mrs Hall cried.",696,Female,Adult,American English
6771,b0279,He gave one last snarl and slid from view among the trees.,696,Female,Adult,American English
6772,b0278,Now animals do not like mockery.,696,Female,Adult,American English
6773,a0254,"Straight out they swam, their heads growing smaller and smaller.",697,Female,Adult,British English
6774,a0253, to found the family of the Patino.,697,Female,Adult,British English
6775,a0251,I may manage to freight a cargo back as well.,697,Female,Adult,British English
6776,a0250, the business life of Hawaii and developed a vaulting ambition.,697,Female,Adult,British English
6777,a0249,"All eyes, however, were staring at him in certitude of expectancy.",697,Female,Adult,British English
6778,a0248,I had been sad too long already.,697,Female,Adult,British English
6779,a0247,They ought to pass here some time today.,697,Female,Adult,British English
6780,a0255,"You won't die of malnutrition, be sure of that.",697,Female,Adult,British English
6781,a0252,O'Brien had been a clean living young man with ideals.,697,Female,Adult,British English
6782,a0246,You have heard always how he was the lover of the Princess Naomi.,697,Female,Adult,British English
6813,b0149,Pebbles and dirt flew along with hair and fur.,701,Female,Youth,Canadian English
6814,b0150,And he was filled with a strange and foreboding fear.,701,Female,Youth,Canadian English
6815,b0151," It was steel, a fisher",701,Female,Youth,Canadian English
6816,b0152,"OW, a wild dog, he growled.",701,Female,Youth,Canadian English
6817,b0153,He was a pariah; a wanderer without a friend or a home.,701,Female,Youth,Canadian English
6818,b0154,That is the strange part of it.,701,Female,Youth,Canadian English
6819,b0156,For that reason Le Beau had chosen him to fight the big fight.,701,Female,Youth,Canadian English
6820,b0157,In the crib the baby sat up and began to prattle.,701,Female,Youth,Canadian English
6821,b0158,"She obeyed, shrinking back with the baby in her arms.",701,Female,Youth,Canadian English
6822,b0155,His freshly caught furs he flung to the floor.,701,Female,Youth,Canadian English
6883,b0028,Lord Fitzhugh is the key to the whole situation.,708,Female,Adult,American English
6884,b0029,All operations have been carried on from Montreal and Toronto.,708,Female,Adult,American English
6885,b0037,Philip knew that she was not an Indian.,708,Female,Adult,American English
6886,b0034,He confessed that the sketch had startled him.,708,Female,Adult,American English
6887,b0035,"After all, the picture was only a resemblance.",708,Female,Adult,American English
6888,b0036,"He wondered, too, where Roscoe was.",708,Female,Adult,American English
6889,b0030,Gregson held a lighted match until it burnt his fingertips.,708,Female,Adult,American English
6890,b0033,How does your wager look now.,708,Female,Adult,American English
6891,b0031,Gregson had seated himself under the lamp and was sharpening a pencil.,708,Female,Adult,American English
6892,b0032,He caught himself with a jerk.,708,Female,Adult,American English
6893,a0016,"There's Fort Churchill, a rifle-shot beyond the ridge, asleep.",709,Female,Adult,American English
6894,a0015,It's the aurora borealis.,709,Female,Adult,American English
6895,a0014,"Now you're coming down to business, Phil, he exclaimed.",709,Female,Adult,American English
6896,a0013,"He was a head shorter than his companion, of almost delicate physique.",709,Female,Adult,American English
6897,a0019,"I followed the line of the proposed railroad, looking for chances.",709,Female,Adult,American English
6898,a0018,There was a change now.,709,Female,Adult,American English
6899,a0017,From that moment his friendship for Belize turns to hatred and jealousy.,709,Female,Adult,American English
6900,a0011,If I ever needed a fighter in my life I need one now.,709,Female,Adult,American English
6901,a0012,Gregson shoved back his chair and rose to his feet.,709,Female,Adult,American English
6902,a0020,Clubs and balls and cities grew to be only memories.,709,Female,Adult,American English
6903,a0513,We must give ourselves and not our money alone.,710,Female,Adult,American English
6904,a0509,"Yet, in accordance with Ernest's test of truth, it worked.",710,Female,Adult,American English
6905,a0518,Illuminating oil was becoming all profit.,710,Female,Adult,American English
6906,a0517,Out of abstractions Ernest had conjured a vision and made them see it.,710,Female,Adult,American English
6907,a0516,"Also, there was awe in their faces.",710,Female,Adult,American English
6908,a0515,But here amongst ourselves let us speak out.,710,Female,Adult,American English
6909,a0512,"No, it is a palace, wherein there are many servants.",710,Female,Adult,American English
6910,a0514,We are consumed in our own flesh-pots.,710,Female,Adult,American English
6911,a0510,Much more Ernest told them of themselves and of his disillusionment.,710,Female,Adult,American English
6912,a0511,There is more behind this than a mere university ideal.,710,Female,Adult,American English
6913,a0547,Men like Joe Goose dated existence from drunk to drunk.,711,Female,Adult,American English
6914,a0545,The Italian rancho was a bachelor establishment.,711,Female,Adult,American English
6915,a0544,He may anticipate the day of his death.,711,Female,Adult,American English
6916,a0548,"Also, churches and preachers I had never known.",711,Female,Adult,American English
6917,a0549,Do you know that we weigh every pound of coal we burn.,711,Female,Adult,American English
6918,a0550,This also became part of the daily schedule.,711,Female,Adult,American English
6919,a0551,All an appearance can know is mirage.,711,Female,Adult,American English
6920,a0552,"Yet he dreams he is immortal, I argue feebly.",711,Female,Adult,American English
6921,a0543,"I had been born with no organic, chemical predisposition toward alcohol.",711,Female,Adult,American English
6922,a0546,I lost my balance and pitched head foremost into the ooze.,711,Female,Adult,American English
6923,a0442,You live on an income which your father earned.,712,Female,Adult,American English
6924,a0436,But Martin smiled a superior smile.,712,Female,Adult,American English
6925,a0437,By that answer my professional medical prestige stood or fell.,712,Female,Adult,American English
6926,a0438,"At sea, Monday, March Sixteenth, Nineteen Oh Eight.",712,Female,Adult,American English
6927,a0439,"At sea, Wednesday, March Eighteenth, Nineteen Oh Eight.",712,Female,Adult,American English
6928,a0440,"Yes, sir, I corrected.",712,Female,Adult,American English
6929,a0441,Violent life and athletic sports had never appealed to me.,712,Female,Adult,American English
6930,a0443,He was worth nothing to the world.,712,Female,Adult,American English
6931,a0444,Then you don't believe in altruism.,712,Female,Adult,American English
6932,a0445,"The creative joy, I murmured.",712,Female,Adult,American English
6933,ar-08,"The pine rafters were all rotten, so that the barn was rather unsafe.",713,Female,Adult,American English
6934,ar-13,We found a stone house where there is room for us all.,713,Female,Adult,American English
6935,ar-16,Just then the old rat saw Arthur. Stop. he ordered coarsely.,713,Female,Adult,American English
6936,ar-15,The rats crawled out of their little houses and stood on the floor in a long line.,713,Female,Adult,American English
6937,ar-14,"There is a kindly horse named Nelly, a cow, a calf, and a garden with an elm tree.",713,Female,Adult,American English
6938,ar-07,One rainy day the rats heard a great noise in the loft.,713,Female,Adult,American English
6939,ar-12,"Within five hours the ten scouts came back and said,",713,Female,Adult,American English
6940,ar-11,"""This won't do,"" said the captain; ""I'll send out scouts to search for a new home.""",713,Female,Adult,American English
6941,ar-10,"The walls shook, and all the rats' hair stood on end with fear and horror.",713,Female,Adult,American English
6942,ar-09,At last the joists gave way and fell to the ground.,713,Female,Adult,American English
6943,a0405,It seemed the ordained order of things that dogs should work.,714,Female,Adult,American English
6944,a0413,But I am at the end of my resources.,714,Female,Adult,American English
6945,a0412,There is another virtue in these bulkheads.,714,Female,Adult,American English
6946,a0406,And that was the last of Francois and Perrault.,714,Female,Adult,American English
6947,a0411,It will break our hearts and our backs to hoist anchor by hand.,714,Female,Adult,American English
6948,a0410,So we have to fit the boat throughout with oil lamps as well.,714,Female,Adult,American English
6949,a0409,He could feel a new stir in the land.,714,Female,Adult,American English
6950,a0408,The Eldorado emptied its occupants into the street to see the test.,714,Female,Adult,American English
6951,a0407,"Mercedes screamed, cried, laughed, and manifested the chaotic abandonment of hysteria.",714,Female,Adult,American English
6952,a0404, one with head buried in the grub box.,714,Female,Adult,American English
6953,b0465,But such divergence of opinion would constitute no menace to society.,715,Female,Adult,American English
6954,b0467,Let us run them for ourselves.,715,Female,Adult,American English
6955,b0466,"It is dog eat dog, and you ate them up.",715,Female,Adult,American English
6956,b0472,Ernest saw in the affair the most sinister import.,715,Female,Adult,American English
6957,b0463,Take my advice and accept the vacation.,715,Female,Adult,American English
6958,b0469,Very few people knew of the existence of this law.,715,Female,Adult,American English
6959,b0470,"The very thing, Ernest agreed.",715,Female,Adult,American English
6960,b0471,"Also a fellow Senator, Chauncey Depew, said.",715,Female,Adult,American English
6961,b0468,It was introduced by Representative Dick of Ohio.,715,Female,Adult,American English
6962,b0464,I could not agree with Ernest.,715,Female,Adult,American English
6963,b0167,"A little before dawn of the day following, the fire relief came.",716,Female,Adult,American English
6964,b0171,He changed his seat for a steamer reclining chair.,716,Female,Adult,American English
6965,b0168,The Indian felt the worship of her warm in his heart.,716,Female,Adult,American English
6966,b0173,To these he gave castor oil.,716,Female,Adult,American English
6967,b0170,"Then he shouted, Shut up.",716,Female,Adult,American English
6968,b0164,They laughed like two happy children.,716,Female,Adult,American English
6969,b0165,"He pulled, and the log crashed down to break his back.",716,Female,Adult,American English
6970,b0169,He drew in a deep breath as he looked at them.,716,Female,Adult,American English
6971,b0166,"Fast, but endure.",716,Female,Adult,American English
6972,b0172,On the far corner of the compound fence a hawk brooded.,716,Female,Adult,American English
6973,a0197,"Such a dog the wise driver kills, or turns loose.",717,Female,Adult,American English
6974,a0198,Sometimes her dreams were filled with visions.,717,Female,Adult,American English
6975,a0201,"He cried, and swung the club wildly.",717,Female,Adult,American English
6976,a0196,He began to follow the footprints of the dog.,717,Female,Adult,American English
6977,a0200,"He leapt again, and the club caught him once more.",717,Female,Adult,American English
6978,a0195,But a strange thing happened.,717,Female,Adult,American English
6979,a0194,He drank of the water cautiously.,717,Female,Adult,American English
6980,a0199,Thus had the raw wilderness prepared him for this day.,717,Female,Adult,American English
6981,a0192,He did not rush in.,717,Female,Adult,American English
6982,a0193,It was edged with ice.,717,Female,Adult,American English
6983,ar-05,"""Now look here! No one is going to care for you if you carry on like this.""",718,Female,Adult,American English
6984,ar-04,"He would always shirk making a choice. His Aunt Helen said to him,",718,Female,Adult,American English
6985,ar-03,"he would only answer, ""I don't know;"" he wouldn't say yes or no either.",718,Female,Adult,American English
6986,ar-02,"Whenever his friends asked him if he would like to go out with them,",718,Female,Adult,American English
6987,ar-07,One rainy day the rats heard a great noise in the loft.,718,Female,Adult,American English
6988,ar-08,"The pine rafters were all rotten, so that the barn was rather unsafe.",718,Female,Adult,American English
6989,ar-09,At last the joists gave way and fell to the ground.,718,Female,Adult,American English
6990,ar-10,"The walls shook, and all the rats' hair stood on end with fear and horror.",718,Female,Adult,American English
6991,ar-06,You have no more mind than a blade of grass.,718,Female,Adult,American English
6992,ar-11,"""This won't do,"" said the captain; ""I'll send out scouts to search for a new home.""",718,Female,Adult,American English
6993,a0258,Soaked in seawater they offset the heat rays.,719,Female,Adult,American English
6994,a0257,"They are coming ashore, whoever they are.",719,Female,Adult,American English
6995,a0256,See the length of the body and that elongated neck.,719,Female,Adult,American English
6996,a0255,"You won't die of malnutrition, be sure of that.",719,Female,Adult,American English
6997,a0254,"Straight out they swam, their heads growing smaller and smaller.",719,Female,Adult,American English
6998,a0253,He it was that lived to found the family of the Patino.,719,Female,Adult,American English
6999,a0252,O'Brien had been a clean living young man with ideals.,719,Female,Adult,American English
7000,a0251,I may manage to freight a cargo back as well.,719,Female,Adult,American English
7001,a0250,He had observed the business life of Hawaii and developed a vaulting ambition.,719,Female,Adult,American English
7002,a0249,"All eyes, however, were staring at him in certitude of expectancy.",719,Female,Adult,American English
7003,ar-16,Just then the old rat saw Arthur. Stop. he ordered coarsely.,720,Female,Adult,American English
7004,ar-22,"""it's so nice and snug here,"". That night there was a big crash.",720,Female,Adult,American English
7005,ar-21,"""I think I'll go tomorrow,"" he said calmly to himself, ""but then again I don't know;""",720,Female,Adult,American English
7006,ar-24,"One of them moved a board and saw a rat quite dead, half in and half out of his hole.",720,Female,Adult,American English
7007,rb-01,Hand-held devices such as personal digital assistants and smartphones are quite small.,720,Female,Adult,American English
7008,ar-20,Arthur stood and watched them hurry away.,720,Female,Adult,American English
7009,ar-19,"""Well,"" said the old rat, ""we can't wait for you to join us. Right about face! March!""",720,Female,Adult,American English
7010,ar-23,In the foggy morning some men with some boys and girls rode up and looked at the barn.,720,Female,Adult,American English
7011,ar-17,"""You are coming, of course."" ""I'm not certain,"" said Arthur, undaunted,",720,Female,Adult,American English
7012,ar-18,"""The roof may not come down yet.""",720,Female,Adult,American English
7013,b0305,It was our river emerging like ourselves from the great swamp.,721,Female,Adult,American English
7014,b0301,A flying arrow passed between us.,721,Female,Adult,American English
7015,b0309,Nor was Elam Harnish an exception.,721,Female,Adult,American English
7016,b0308,We never made another migration.,721,Female,Adult,American English
7017,b0307,"We got few vegetables and fruits, and became fish eaters.",721,Female,Adult,American English
7018,b0304,His previous wives had never lived long enough to bear him children.,721,Female,Adult,American English
7019,b0303,Here we allow our solicitors to look after our legal work.,721,Female,Adult,American English
7020,b0302,"I pulled, suddenly, with all my might.",721,Female,Adult,American English
7021,b0300,Does the old boy often go off at half-cock that way.,721,Female,Adult,American English
7022,b0306,"Cameron looked at his hands with their long, sinewy fingers.",721,Female,Adult,American English
7023,b0321,"Instead, he arrived on the night of the second day.",722,Female,Adult,American English
7024,b0329,I'd sooner have my chips back.,722,Female,Adult,American English
7025,b0328,"Change chairs, Daylight commanded.",722,Female,Adult,American English
7026,b0327,He had been so easy.,722,Female,Adult,American English
7027,b0322,Their supply of grub was gone.,722,Female,Adult,American English
7028,b0323,"Crickets began to chirp, and more geese and ducks flew overhead.",722,Female,Adult,American English
7029,b0326,Our Mr Howison will call upon you at your hotel.,722,Female,Adult,American English
7030,b0325,It was a gigantic inadequacy.,722,Female,Adult,American English
7031,b0320,The regret in his voice was provocative of a second burst of laughter.,722,Female,Adult,American English
7032,b0324,Not till the twentieth of May did the river break.,722,Female,Adult,American English
7033,b0361,"There are the canals of China, and the Yangtse River.",723,Female,Adult,American English
7034,b0362,We threaten to be of the one mind before the voyage is completed.,723,Female,Adult,American English
7035,b0363,She was built primarily to sail.,723,Female,Adult,American English
7036,b0358,The temperature dropped to fifty below zero and remained there the whole trip.,723,Female,Adult,American English
7037,b0357,The Law of Club and Fang,723,Female,Adult,American English
7038,b0364,In the Bohemian Club of San Francisco there are some crack sailors.,723,Female,Adult,American English
7039,b0365,"My age, in years, is twenty two.",723,Female,Adult,American English
7040,b0366,I forgot how easily I had taught myself from the printed page.,723,Female,Adult,American English
7041,b0359,"And as never before, he was ready to obey.",723,Female,Adult,American English
7042,b0360,This state of mind comes of an undue prominence of the ego.,723,Female,Adult,American English
7043,b0159,His teeth shut with a last click.,724,Female,Adult,American English
7044,b0151,"It was steel, a fisher trap.",724,Female,Adult,American English
7045,b0153,He was a pariah; a wanderer without a friend or a home.,724,Female,Adult,American English
7046,b0160,It was over when he made his way through the ring of spectators.,724,Female,Adult,American English
7047,b0154,That is the strange part of it.,724,Female,Adult,American English
7048,b0155,His freshly caught furs he flung to the floor.,724,Female,Adult,American English
7049,b0156,For that reason Le Beau had chosen him to fight the big fight.,724,Female,Adult,American English
7050,b0152,"OW, a wild dog, he growled.",724,Female,Adult,American English
7051,b0158,"She obeyed, shrinking back with the baby in her arms.",724,Female,Adult,American English
7052,b0157,In the crib the baby sat up and began to prattle.,724,Female,Adult,American English
7816,b0263,Only once did I confide the strangeness of it all to another.,804,Female,Youth,American English
7817,b0262,Saxon's onto her job.,804,Female,Youth,American English
7818,b0261,And he did hurt my arm.,804,Female,Youth,American English
7819,b0259,"Her mouth opened, but instead of speaking she drew a long sigh.",804,Female,Youth,American English
7820,b0258,"You fired me out of your house, in short.",804,Female,Youth,American English
7821,b0257,Tudor surveyed him with withering disgust.,804,Female,Youth,American English
7822,b0256,"Outwardly, he maintained a calm and smiling aspect.",804,Female,Youth,American English
7823,b0255,"Then, again, Tudor had such an irritating way about him.",804,Female,Youth,American English
7824,b0254,At the same time spears and arrows began to fall among the invaders.,804,Female,Youth,American English
7825,b0260,It's worth eight dollars.,804,Female,Youth,American English
7986,a0484,No-sir-ee.,821,Female,Adult,American English
7987,a0485,Each insult added to the value of the claim.,821,Female,Adult,American English
7988,a0490,Both Johnny and his mother shuffled their feet as they walked.,821,Female,Adult,American English
7989,a0489,"They were artists, not biologists.",821,Female,Adult,American English
7990,a0488,Their love burned with increasing brightness.,821,Female,Adult,American English
7991,a0487,"The river bared its bosom, and snorting steamboats challenged the wilderness.",821,Female,Adult,American English
7992,a0481,"Nimrod replied, with a slight manifestation of sensitiveness.",821,Female,Adult,American English
7993,a0482,And their chief virtue lies in that they will never wear out.,821,Female,Adult,American English
7994,a0483,"Beyond dispute, Corry Hutchinson had married Mabel Holmes.",821,Female,Adult,American English
7995,a0486,"For the rest, he was a mere automaton.",821,Female,Adult,American English
8294,b0221,"It's a Yankee, Joan cried.",853,Female,Adult,American English
8295,b0220,"Harry Bancroft, Dave lied.",853,Female,Adult,American English
8296,b0219,"Well, there are better men in Hawaii, that's all.",853,Female,Adult,American English
8297,b0218,The issue was not in doubt.,853,Female,Adult,American English
8298,b0212,Death is and has been ever since old Maui died.,853,Female,Adult,American English
8299,b0213,"Some boy, she laughed acquiescence.",853,Female,Adult,American English
8300,b0214,Let us talk it over and find a way out.,853,Female,Adult,American English
8301,b0215,"It is a good property, and worth more than that.",853,Female,Adult,American English
8302,b0216,"I wish you were more adaptable, Joan retorted.",853,Female,Adult,American English
8303,b0217,Such is my passage engaged on the steamer.,853,Female,Adult,American English
8304,rb-10,which is not as dexterous as the fingers are.,854,Female,Adult,American English
8305,rb-02,Most of them use either a touch screen interface or a miniaturized keyboard for user input.,854,Female,Adult,American English
8306,rb-03,"Built-in keyboards are usually operated with the thumbs, since touch typing and",854,Female,Adult,American English
8307,rb-04,hunt and peck typing using the fingers are pretty much out of the question.,854,Female,Adult,American English
8308,rb-05,"Devices with a touch screen interface often use an on-screen keyboard, or handwriting",854,Female,Adult,American English
8309,rb-07,"The keyboard, whether it's an on-screen version or not, strongly reduces",854,Female,Adult,American English
8310,rb-09,"On top of that thumbing or thumb typing puts a lot of strain on the thumb,",854,Female,Adult,American English
8311,rb-08,"the amount of available ""screen real-estate"".",854,Female,Adult,American English
8312,rb-01,Hand-held devices such as personal digital assistants and smartphones are quite small.,854,Female,Adult,American English
8313,rb-06,recognition for inputting text. This has a couple of drawbacks.,854,Female,Adult,American English
8324,b0273,Then it was that a strange thing happened.,856,Female,Adult,American English
8325,b0274,From the source of light a harsh voice said.,856,Female,Adult,American English
8326,b0275,But I did not enjoy it long.,856,Female,Adult,American English
8327,b0271,"It was put together in a casual, helter-skelter sort of way.",856,Female,Adult,American English
8328,b0276,We were now good friends.,856,Female,Adult,American English
8329,b0277,Two of the Folk were already up.,856,Female,Adult,American English
8330,b0278,Now animals do not like mockery.,856,Female,Adult,American English
